"","x"
"79","ENSG00000105996.6"
"80","ENSG00000105997.21"
"81","ENSG00000106004.4"
"82","ENSG00000106006.6"
"83","ENSG00000106012.16"
"84","ENSG00000106070.16"
"85","ENSG00000106665.14"
"86","ENSG00000106772.16"
"87","ENSG00000107281.8"
"88","ENSG00000108309.11"
"89","ENSG00000108813.10"
"90","ENSG00000108821.12"
"91","ENSG00000110076.17"
"92","ENSG00000110318.12"
"93","ENSG00000110492.14"
"94","ENSG00000110799.12"
"95","ENSG00000111275.11"
"96","ENSG00000112414.13"
"97","ENSG00000114026.20"
"98","ENSG00000114948.11"
"99","ENSG00000115255.9"
"100","ENSG00000116147.15"
"101","ENSG00000117525.12"
"102","ENSG00000118156.11"
"103","ENSG00000118523.5"
"104","ENSG00000119042.15"
"105","ENSG00000119280.15"
"106","ENSG00000119401.10"
"107","ENSG00000119514.6"
"108","ENSG00000119547.5"
"109","ENSG00000119703.13"
"110","ENSG00000119919.10"
"111","ENSG00000119946.10"
"112","ENSG00000120068.6"
"113","ENSG00000120262.9"
"114","ENSG00000120279.6"
"115","ENSG00000120833.12"
"116","ENSG00000122378.12"
"117","ENSG00000122548.5"
"118","ENSG00000122592.7"
"119","ENSG00000122707.10"
"120","ENSG00000123453.15"
"121","ENSG00000123989.12"
"122","ENSG00000124019.9"
"123","ENSG00000124140.11"
"124","ENSG00000124159.14"
"125","ENSG00000124181.13"
"126","ENSG00000124762.12"
"127","ENSG00000125648.13"
"128","ENSG00000125730.15"
"129","ENSG00000125821.10"
"130","ENSG00000125845.6"
"131","ENSG00000125864.10"
"132","ENSG00000125869.8"
"133","ENSG00000126458.3"
"134","ENSG00000128596.15"
"135","ENSG00000128641.16"
"136","ENSG00000128683.12"
"137","ENSG00000128805.13"
"138","ENSG00000128965.10"
"139","ENSG00000129467.12"
"140","ENSG00000130147.14"
"141","ENSG00000130300.7"
"142","ENSG00000130413.14"
"143","ENSG00000130528.10"
"144","ENSG00000130635.14"
"145","ENSG00000130962.16"
"146","ENSG00000131080.13"
"147","ENSG00000131187.8"
"148","ENSG00000131370.14"
"149","ENSG00000132122.10"
"150","ENSG00000132481.5"
"151","ENSG00000132623.14"
"152","ENSG00000132932.15"
"153","ENSG00000132970.11"
"154","ENSG00000133131.13"
"155","ENSG00000133794.16"
"156","ENSG00000134202.9"
"157","ENSG00000134278.13"
"158","ENSG00000134323.10"
"159","ENSG00000134369.14"
"160","ENSG00000134548.8"
"161","ENSG00000134590.12"
"162","ENSG00000134709.9"
"163","ENSG00000134874.16"
"164","ENSG00000135346.7"
"165","ENSG00000135622.11"
"166","ENSG00000135862.5"
"167","ENSG00000135931.16"
"168","ENSG00000136040.7"
"169","ENSG00000136153.18"
"170","ENSG00000136630.12"
"171","ENSG00000136802.10"
"172","ENSG00000136854.16"
"173","ENSG00000137449.14"
"174","ENSG00000137672.11"
"175","ENSG00000137673.7"
"176","ENSG00000138028.13"
"177","ENSG00000138030.11"
"178","ENSG00000138685.11"
"179","ENSG00000138735.14"
"180","ENSG00000139117.12"
"181","ENSG00000139508.13"
"182","ENSG00000140479.15"
"183","ENSG00000140682.17"
"184","ENSG00000141696.11"
"185","ENSG00000141756.17"
"186","ENSG00000142235.7"
"187","ENSG00000142611.15"
"188","ENSG00000143674.9"
"189","ENSG00000143839.13"
"190","ENSG00000143845.13"
"191","ENSG00000143994.12"
"192","ENSG00000143995.18"
"193","ENSG00000144031.10"
"194","ENSG00000144681.9"
"195","ENSG00000144724.17"
"196","ENSG00000144893.11"
"197","ENSG00000144935.13"
"198","ENSG00000145087.11"
"199","ENSG00000145777.13"
"200","ENSG00000145916.17"
"201","ENSG00000146555.17"
"202","ENSG00000147689.15"
"203","ENSG00000148488.14"
"204","ENSG00000148600.13"
"205","ENSG00000149260.13"
"206","ENSG00000149292.15"
"207","ENSG00000149564.10"
"208","ENSG00000149948.12"
"209","ENSG00000150054.17"
"210","ENSG00000150540.12"
"211","ENSG00000151150.19"
"212","ENSG00000151474.18"
"213","ENSG00000151929.8"
"214","ENSG00000152104.10"
"215","ENSG00000152377.11"
"216","ENSG00000153253.14"
"217","ENSG00000154252.11"
"218","ENSG00000154277.11"
"219","ENSG00000154447.13"
"220","ENSG00000154783.9"
"221","ENSG00000154864.10"
"222","ENSG00000155093.16"
"223","ENSG00000155366.15"
"224","ENSG00000156011.15"
"225","ENSG00000156535.12"
"226","ENSG00000156968.8"
"227","ENSG00000157110.14"
"228","ENSG00000157303.9"
"229","ENSG00000158163.13"
"230","ENSG00000158164.6"
"231","ENSG00000158258.14"
"232","ENSG00000158528.10"
"233","ENSG00000158966.12"
"234","ENSG00000159618.14"
"235","ENSG00000159899.13"
"236","ENSG00000160401.13"
"237","ENSG00000160447.6"
"238","ENSG00000160867.13"
"239","ENSG00000161681.14"
"240","ENSG00000161714.10"
"241","ENSG00000162482.4"
"242","ENSG00000162836.10"
"243","ENSG00000163040.13"
"244","ENSG00000163069.11"
"245","ENSG00000163092.18"
"246","ENSG00000163354.13"
"247","ENSG00000163362.9"
"248","ENSG00000163536.11"
"249","ENSG00000163697.15"
"250","ENSG00000163736.3"
"251","ENSG00000163737.3"
"252","ENSG00000163909.7"
"253","ENSG00000164070.10"
"254","ENSG00000164659.13"
"255","ENSG00000164879.6"
"256","ENSG00000165092.11"
"257","ENSG00000165138.15"
"258","ENSG00000165171.9"
"259","ENSG00000165300.7"
"260","ENSG00000165533.17"
"261","ENSG00000165548.9"
"262","ENSG00000165891.14"
"263","ENSG00000165995.17"
"264","ENSG00000166091.18"
"265","ENSG00000166147.12"
"266","ENSG00000166165.11"
"267","ENSG00000166394.13"
"268","ENSG00000166444.16"
"269","ENSG00000166908.16"
"270","ENSG00000167034.9"
"271","ENSG00000167291.14"
"272","ENSG00000167641.9"
"273","ENSG00000167912.5"
"274","ENSG00000168268.9"
"275","ENSG00000168497.4"
"276","ENSG00000168502.16"
"277","ENSG00000168938.5"
"278","ENSG00000168994.12"
"279","ENSG00000169258.6"
"280","ENSG00000169439.10"
"281","ENSG00000169442.7"
"282","ENSG00000169641.12"
"283","ENSG00000170153.9"
"284","ENSG00000170439.6"
"285","ENSG00000170545.15"
"286","ENSG00000170647.3"
"287","ENSG00000170801.8"
"288","ENSG00000170899.9"
"289","ENSG00000170921.13"
"290","ENSG00000170962.11"
"291","ENSG00000171160.16"
"292","ENSG00000171236.9"
"293","ENSG00000171246.5"
"294","ENSG00000171365.14"
"295","ENSG00000171840.10"
"296","ENSG00000172179.10"
"297","ENSG00000172752.13"
"298","ENSG00000172828.11"
"299","ENSG00000173715.14"
"300","ENSG00000174684.6"
"301","ENSG00000174705.10"
"302","ENSG00000175097.6"
"303","ENSG00000175198.13"
"304","ENSG00000176273.13"
"305","ENSG00000176532.3"
"306","ENSG00000176788.8"
"307","ENSG00000176842.13"
"308","ENSG00000177133.9"
"309","ENSG00000177283.5"
"310","ENSG00000177359.16"
"311","ENSG00000177380.12"
"312","ENSG00000178075.18"
"313","ENSG00000178498.14"
"314","ENSG00000178814.14"
"315","ENSG00000179241.11"
"316","ENSG00000179299.15"
"317","ENSG00000179542.14"
"318","ENSG00000180229.11"
"319","ENSG00000180543.4"
"320","ENSG00000180549.7"
"321","ENSG00000180592.15"
"322","ENSG00000180921.6"
"323","ENSG00000181433.8"
"324","ENSG00000182010.9"
"325","ENSG00000182871.13"
"326","ENSG00000182873.5"
"327","ENSG00000183092.14"
"328","ENSG00000183248.10"
"329","ENSG00000183250.10"
"330","ENSG00000183570.15"
"331","ENSG00000183828.13"
"332","ENSG00000183844.15"
"333","ENSG00000184058.11"
"334","ENSG00000184384.12"
"335","ENSG00000184500.13"
"336","ENSG00000184867.12"
"337","ENSG00000184916.7"
"338","ENSG00000184979.9"
"339","ENSG00000185015.6"
"340","ENSG00000185022.10"
"341","ENSG00000185332.5"
"342","ENSG00000185483.10"
"343","ENSG00000185630.17"
"344","ENSG00000185986.11"
"345","ENSG00000186073.10"
"346","ENSG00000186301.8"
"347","ENSG00000186510.10"
"348","ENSG00000186564.5"
"349","ENSG00000186583.10"
"350","ENSG00000186806.5"
"351","ENSG00000186994.10"
"352","ENSG00000187240.12"
"353","ENSG00000187244.9"
"354","ENSG00000187513.8"
"355","ENSG00000187699.9"
"356","ENSG00000187772.6"
"357","ENSG00000188002.9"
"358","ENSG00000188060.6"
"359","ENSG00000188153.11"
"360","ENSG00000188227.11"
"361","ENSG00000188282.11"
"362","ENSG00000188580.12"
"363","ENSG00000188620.9"
"364","ENSG00000188643.9"
"365","ENSG00000188659.8"
"366","ENSG00000188816.3"
"367","ENSG00000189221.8"
"368","ENSG00000196104.9"
"369","ENSG00000196141.11"
"370","ENSG00000196368.4"
"371","ENSG00000196730.11"
"372","ENSG00000196876.12"
"373","ENSG00000197081.11"
"374","ENSG00000197301.6"
"375","ENSG00000197465.12"
"376","ENSG00000197496.5"
"377","ENSG00000197576.12"
"378","ENSG00000197721.15"
"379","ENSG00000197747.7"
"380","ENSG00000197822.9"
"381","ENSG00000197905.7"
"382","ENSG00000197992.5"
"383","ENSG00000198010.10"
"384","ENSG00000198142.4"
"385","ENSG00000198185.10"
"386","ENSG00000198355.4"
"387","ENSG00000198417.6"
"388","ENSG00000198551.8"
"389","ENSG00000198722.11"
"390","ENSG00000198846.5"
"391","ENSG00000198865.8"
"392","ENSG00000198892.6"
"393","ENSG00000198908.10"
"394","ENSG00000198910.11"
"395","ENSG00000198963.9"
"396","ENSG00000203799.9"
"397","ENSG00000204099.10"
"398","ENSG00000204116.10"
"399","ENSG00000204682.5"
"400","ENSG00000204791.7"
"401","ENSG00000205978.5"
"402","ENSG00000206120.10"
"403","ENSG00000206172.7"
"404","ENSG00000206177.5"
"405","ENSG00000206384.9"
"406","ENSG00000207205.1"
"407","ENSG00000211751.6"
"408","ENSG00000211753.3"
"409","ENSG00000212747.4"
"410","ENSG00000213931.4"
"411","ENSG00000214870.7"
"412","ENSG00000215187.8"
"413","ENSG00000215417.9"
"414","ENSG00000223509.7"
"415","ENSG00000225756.1"
"416","ENSG00000225792.1"
"417","ENSG00000226562.3"
"418","ENSG00000227053.1"
"419","ENSG00000228439.4"
"420","ENSG00000229852.2"
"421","ENSG00000230749.4"
"422","ENSG00000231105.1"
"423","ENSG00000231106.2"
"424","ENSG00000232431.3"
"425","ENSG00000232682.2"
"426","ENSG00000233723.6"
"427","ENSG00000233922.2"
"428","ENSG00000234928.1"
"429","ENSG00000235034.5"
"430","ENSG00000237541.3"
"431","ENSG00000239887.4"
"432","ENSG00000240990.8"
"433","ENSG00000242516.1"
"434","ENSG00000242779.5"
"435","ENSG00000243064.7"
"436","ENSG00000243587.6"
"437","ENSG00000243701.4"
"438","ENSG00000244479.5"
"439","ENSG00000245248.6"
"440","ENSG00000245330.4"
"441","ENSG00000246985.6"
"442","ENSG00000247317.3"
"443","ENSG00000250510.6"
"444","ENSG00000251364.5"
"445","ENSG00000253187.2"
"446","ENSG00000253293.4"
"447","ENSG00000253552.6"
"448","ENSG00000254006.4"
"449","ENSG00000254369.5"
"450","ENSG00000255571.5"
"451","ENSG00000256797.1"
"452","ENSG00000256940.1"
"453","ENSG00000257582.4"
"454","ENSG00000259207.6"
"455","ENSG00000259326.1"
"456","ENSG00000260027.4"
"457","ENSG00000260802.1"
"458","ENSG00000261399.1"
"459","ENSG00000261685.2"
"460","ENSG00000262877.4"
"461","ENSG00000263366.2"
"462","ENSG00000267023.4"
"463","ENSG00000267710.4"
"464","ENSG00000270182.1"
"465","ENSG00000272053.1"
"466","ENSG00000272189.1"
"467","ENSG00000273062.1"
"468","ENSG00000274591.1"
"469","ENSG00000274605.1"
"470","ENSG00000274712.1"
"471","ENSG00000275542.1"
"472","ENSG00000275966.1"
"473","ENSG00000276141.3"
"474","ENSG00000277258.3"
"475","ENSG00000278023.3"
"476","ENSG00000279041.1"
"477","ENSG00000279692.1"
"478","ENSG00000279821.1"
