"","hgnc_id","hgnc_symbol","ensembl_gene_id","logFC","AveExpr","t","p.unadj","p.adj.bh","b","lasso_coef_rep1","lasso_coef_rep2","lasso_coef_rep3","rfnb_2k_MeanDecNodeImp","rfnb_5k_MeanDecNodeImp","rfnb_10k_MeanDecNodeImp","svm1_weights","svm2_weights","svm3_weights","svm4_weights","xg1_imp","xg2_imp","xg3_imp","xg4_imp","xg5_imp"
"ENSG00000129194.6","HGNC:11196","SOX15","ENSG00000129194",-2.38965068470751,0.843840408555298,-9.41471761313774,2.71986889073578e-15,4.74481127988858e-11,24.3500435505254,0,0,0,0.535053809691244,0.454516560437716,0.474332155395802,-0.00241148945638557,-0.00241148945638557,-13.8887300677102,-13.8887300677102,0,0,0,0,0
"ENSG00000172236.15","HGNC:12019","TPSAB1","ENSG00000172236",-5.5396980762993,3.64975998042835,-9.26325006990779,5.75163255859654e-15,5.01686149923584e-11,23.6321428021774,0,0,0,0.315620926639809,0.226772646661176,0.237912721663408,-0.00602820380826469,-0.00602820380826469,-13.2145592298112,-13.2145592298112,0,0.0178402353117747,0.0158745264524965,0.0158745264524965,0.0158745264524965
"ENSG00000196557.9","HGNC:1395","CACNA1H","ENSG00000196557",-4.1696542633934,-1.40585362178189,-9.00288765641479,2.08157550402068e-14,1.14642378405697e-10,22.0694788683411,0,0,0,0.351851954329315,0.393187924466773,0.361982774033252,-0.0044975040731012,-0.0044975040731012,-13.3826648435413,-13.3826648435413,0,0,0,0,0
"ENSG00000163106.9","HGNC:17890","HPGDS","ENSG00000163106",-4.40015090381761,0.806601401611359,-8.91974268310088,3.13756164105783e-14,1.14642378405697e-10,21.9653566082849,0,0,0,0.461928381413472,0.311060927110971,0.315884143392523,-0.0051373824461158,-0.0051373824461158,-11.6034611356286,-11.6034611356286,0,0,0,0,0
"ENSG00000134569.8","HGNC:6696","LRP4","ENSG00000134569",-3.48300868653818,-1.0758654960855,-8.91038355124733,3.28582339941808e-14,1.14642378405697e-10,21.7296481510398,0,0,0,0.274730508659722,0.17466187144468,0.253714078861464,-0.00539976382268487,-0.00539976382268487,-12.1350602427799,-12.1350602427799,0,0,0,0,0
"ENSG00000170893.3","HGNC:12298","TRH","ENSG00000170893",-5.46847544578186,1.88772045195093,-8.64547673527769,1.21200130392222e-13,3.52389379115385e-10,20.6647434547784,0,0,0,0.352749379481599,0.541641657687673,0.488601192956831,-0.00106512762787195,-0.00106512762787195,-12.6834916555273,-12.6834916555273,0,0,0,0,0
"ENSG00000182809.9","HGNC:2361","CRIP2","ENSG00000182809",-3.24678794057281,2.0203468068814,-8.6057100716982,1.47387965418948e-13,3.67311865247649e-10,20.4680560688725,0,0,0,0.125701547135624,0.143671607381119,0.148146957413615,-0.00400622811988226,-0.00400622811988226,-9.82116228259764,-9.82116228259764,0,0,0,0,0
"ENSG00000007516.12","HGNC:948","BAIAP3","ENSG00000007516",-2.67700578072291,0.776121158634032,-8.48291464227141,2.69489485355847e-13,5.87655509004094e-10,19.8845531598675,0,0,0,0.158208839796076,0.286312179958442,0.250313700028019,-0.00375843298811593,-0.00375843298811593,-11.0081946405602,-11.0081946405602,0,0,0,0,0
"ENSG00000144668.10","HGNC:6145","ITGA9","ENSG00000144668",-3.38818252445272,2.73521593508835,-8.37492572553792,4.57778858224044e-13,7.17184077069066e-10,19.3457962034618,0,0,0,0.206129640228407,0.117537818540867,0.181956879600688,0.000793539438361858,0.000793539438361858,-9.24911283255243,-9.24911283255243,0,0,0,0,0
"ENSG00000260182.1","","","ENSG00000260182",-5.86694258762279,-2.88025195524797,-8.37478147021137,4.58102729005724e-13,7.17184077069066e-10,18.7029426798771,0,0,0,0.30598173116052,0.365757333475678,0.382848743900493,-0.00701725404629358,-0.00701725404629358,-12.2385582839789,-12.2385582839789,0,0,0.0059581668007897,0.0059581668007897,0.0059581668007897
"ENSG00000137449.14","HGNC:21745","CPEB2","ENSG00000137449",2.34788625892655,3.85502016408853,8.36250197921126,4.86525680311173e-13,7.17184077069066e-10,19.2775313665471,0,0,0,0.611351776682167,0.447914350398614,0.499463116067723,0.00531830548502952,0.00531830548502952,13.5459559380382,13.5459559380382,0.584856599329731,0.581351293790776,0.517295670723792,0.517295670723792,0.517295670723792
"ENSG00000197253.12","HGNC:14120","TPSB2","ENSG00000197253",-4.85601654038057,2.73475361692988,-8.35966689955156,4.9333384493143e-13,7.17184077069066e-10,19.2807940065728,0,0,0,0.069126055004254,0.154747020532035,0.134432189909532,-0.00447121231216635,-0.00447121231216635,-11.4184569944903,-11.4184569944903,0,0,0,0,0
"ENSG00000271447.4","HGNC:14366","MMP28","ENSG00000271447",-4.19920563446771,-0.661391158348605,-8.31023470798572,6.28529288305419e-13,8.27428580965137e-10,18.9668170874644,0,0,0,0.147598890240483,0.0924952936444005,0.123196621713578,-0.00101643901326803,-0.00101643901326803,-8.08022098578963,-8.08022098578963,0,0,0,0,0
"ENSG00000167664.7","HGNC:28324","TMIGD2","ENSG00000167664",-3.42456597428794,1.01164069638163,-8.29901507446597,6.64029815621204e-13,8.27428580965137e-10,19.0096248569558,0,0,0,0.365912909771907,0.280386836996394,0.371104105436941,-0.000696838994734903,-0.000696838994734903,-10.7465238366367,-10.7465238366367,0,0,0,0,0
"ENSG00000095917.12","HGNC:14118","TPSD1","ENSG00000095917",-4.8204145755645,1.24586826429372,-8.14933244389168,1.38067925098304e-12,1.50537184583744e-09,18.2983001707548,0,0,0,0.173875098964851,0.136539593065805,0.130781658961416,-0.0054974245829988,-0.0054974245829988,-10.6687162012259,-10.6687162012259,0.00791839774192959,0,0,0,0
"ENSG00000132975.7","HGNC:4466","GPR12","ENSG00000132975",-5.80250020065865,-2.68562129869382,-8.11380406858137,1.64218620661207e-12,1.68517284554985e-09,17.5971207897153,0,0,0,0.481462090266312,0.39368561414818,0.444657332385971,-0.00560804471861822,-0.00560804471861822,-12.0929397522382,-12.0929397522382,0,0,0,0,0
"ENSG00000198576.3","HGNC:648","ARC","ENSG00000198576",-3.81107637881569,0.0432182892866357,-8.01856241122436,2.61275544849711e-12,2.53219548883512e-09,17.6632631244231,0,0,0,0.351108255328519,0.312464331758103,0.259645155805035,-0.0042292224216492,-0.0042292224216492,-13.4152239858303,-13.4152239858303,0,0.00178246008061867,0.0015860614619598,0.0015860614619598,0.0015860614619598
"ENSG00000179954.13","HGNC:26641","SSC5D","ENSG00000179954",-2.52189145317044,0.730513691157469,-7.98188226533,3.12365949504114e-12,2.86801262584172e-09,17.5061291252017,0,0,0,0.154053721796964,0.26270551357519,0.202610379203676,-0.00155513600848197,-0.00155513600848197,-12.6584767430009,-12.6584767430009,0,0,0,0,0
"ENSG00000164929.15","HGNC:14333","BAALC","ENSG00000164929",-3.8411094187188,2.9866677467894,-7.93916287003871,3.84522355836682e-12,3.35399624878546e-09,17.2577650860157,0,0,0,0.203258112622187,0.210922723192281,0.164652436640907,0.00133334867317031,0.00133334867317031,-8.31746226621395,-8.31746226621395,0,0,0,0,0
"ENSG00000147488.10","HGNC:18695","ST18","ENSG00000147488",-5.4143245500005,0.179717987924604,-7.86368708856291,5.54849003198141e-12,4.60920993371027e-09,16.9290172867392,0,0,0,0.160608052598581,0.190643941288562,0.197939946057428,-0.00590194549351435,-0.00590194549351435,-11.415199899518,-11.415199899518,0,0,0,0,0
"ENSG00000065054.12","HGNC:11076","SLC9A3R2","ENSG00000065054",-2.97588586808777,2.0694379740058,-7.82843784770375,6.58345398853033e-12,5.22037976499598e-09,16.753957245531,0,0,0,0.217810243915087,0.254329587724023,0.28531063129434,-0.00327375744597446,-0.00327375744597446,-7.95663366456449,-7.95663366456449,0,0,0,0,0
"ENSG00000175287.17","HGNC:23396","PHYHD1","ENSG00000175287",-1.91320090400087,-0.053844525049085,-7.77713998316433,8.44183978955312e-12,6.40295196211975e-09,16.5364674720124,0,0,0,0.129607140117793,0.130380101083901,0.135203216042772,-0.000709182326159175,-0.000709182326159175,-12.1384348363368,-12.1384348363368,0,0,0,0,0
"ENSG00000263961.5","HGNC:25341","RHEX","ENSG00000263961",-3.42696713763276,2.40175737469056,-7.70470403052045,1.19860887056283e-11,8.71238822790358e-09,16.16020953321,0,0,0,0.120532939007271,0.106347546194778,0.0974980705084074,-0.00243336272550256,-0.00243336272550256,-9.84209528911311,-9.84209528911311,0,0,0,0,0
"ENSG00000002586.16","HGNC:7082","CD99","ENSG00000002586",-1.96676928273374,7.6321041782586,-7.68145406620257,1.34116167863872e-11,9.358626193541e-09,15.9664502380932,0,0,0,0.0751778849442718,0.123040799420806,0.135246761924265,-0.0028943003219527,-0.0028943003219527,-10.9464145261658,-10.9464145261658,0,0,0,0,0
"ENSG00000135318.10","HGNC:8021","NT5E","ENSG00000135318",-3.76123929313547,0.558331884885338,-7.63192797539513,1.70348355628257e-11,1.14297194766729e-08,15.8633471357625,0,0,0,0.29238144582255,0.408683096539795,0.302130158748168,-0.00634954883017218,-0.00634954883017218,-9.63534045930148,-9.63534045930148,0,0,0,0,0
"ENSG00000236939.2","HGNC:28595","BAALC-AS2","ENSG00000236939",-4.09146977450583,-3.46203747425714,-7.59772719521956,2.00897215051678e-11,1.29801922836167e-08,15.1494039930793,0,0,0,0.0555697466328801,0.160940820351291,0.116035129887085,-8.68667536041668e-05,-8.68667536041668e-05,-7.06211079896913,-7.06211079896913,0,0,0,0,0
"ENSG00000156298.11","HGNC:11854","TSPAN7","ENSG00000156298",-3.74137650995718,-0.168164972801083,-7.50152108153817,3.19230535083336e-11,1.98892024447457e-08,15.24786824636,0,0,0,0.114016446472991,0.137313506876996,0.14004234276559,-0.00304026952125101,-0.00304026952125101,-10.8131401394671,-10.8131401394671,0,0,0,0,0
"ENSG00000162078.10","HGNC:30456","ZG16B","ENSG00000162078",-2.5691648125878,0.727431730425108,-7.49318081417641,3.32287171100217e-11,1.99887920684251e-08,15.2128475929969,0,0,0,0.0559105317889002,0.0295723437684011,0.0624557513195833,-0.00278749966162028,-0.00278749966162028,-9.40420276696003,-9.40420276696003,0,0,0,0,0
"ENSG00000228401.4","","","ENSG00000228401",-4.15674578723442,-0.602624141413307,-7.41263408778218,4.89115953753378e-11,2.81721188323823e-08,14.8164414330102,0,0,0,0.279900898097633,0.180395650120519,0.182565980392849,0.000178386761173059,0.000178386761173059,-9.8102069391018,-9.8102069391018,0,0,0,0,0
"ENSG00000136040.7","HGNC:9106","PLXNC1","ENSG00000136040",2.42734345578888,2.7283977889471,7.40321876811831,5.11693529767488e-11,2.81721188323823e-08,14.7636738803117,0,0,0,0.303902955677065,0.282931147338866,0.329727311698674,0.0075667688475192,0.0075667688475192,12.4317550300472,12.4317550300472,0,0,0,0,0
"ENSG00000078399.14","HGNC:5109","HOXA9","ENSG00000078399",6.13552784668711,2.82410436861272,7.40024514548572,5.19036997753791e-11,2.81721188323823e-08,14.7868353249935,0,0,0,0.16931827840712,0.192635534095417,0.18285710016109,0.00992163416657826,0.00992163416657826,16.2829125045964,16.2829125045964,0,0,0,0,0
"ENSG00000134242.14","HGNC:9652","PTPN22","ENSG00000134242",1.63982577508396,3.44309968572537,7.39473567077065,5.32920562607404e-11,2.81721188323823e-08,14.6823631666189,0,0,0,0.138917624008706,0.159326765976183,0.164627067765659,0.00387767372091492,0.00387767372091492,13.9350937116846,13.9350937116846,0,0,0,0,0
"ENSG00000206557.5","HGNC:32669","TRIM71","ENSG00000206557",-3.96423320786654,-0.113960231938798,-7.38180174302074,5.66979579389716e-11,2.9091055183687e-08,14.6970722972581,0,0,0,0.160635440398439,0.121293473267977,0.167486786612248,-0.00139165185618735,-0.00139165185618735,-6.89682425836478,-6.89682425836478,0,0,0,0,0
"ENSG00000167419.9","HGNC:6678","LPO","ENSG00000167419",-2.96665727519917,0.468883995725035,-7.19403395575381,1.38940592875573e-10,6.78494124035141e-08,13.8329775715183,0,0,0,0.11927254550452,0.057551338994944,0.110672802867149,-0.00107580610385797,-0.00107580610385797,-10.5179117528215,-10.5179117528215,0,0,0,0,0
"ENSG00000267453.5","HGNC:52651","LINC01835","ENSG00000267453",-6.2959722843434,-0.481715932376294,-7.18787974088224,1.43068385605632e-10,6.78494124035141e-08,13.7731181129466,0,0,0,0.379801251128424,0.404360131672829,0.380966309848906,-0.00669060128338581,-0.00669060128338581,-16.5337933800615,-16.5337933800615,0,0,0,0,0
"ENSG00000132470.12","HGNC:6158","ITGB4","ENSG00000132470",-2.33564672010775,0.941497418588992,-7.18665344633427,1.43905317221555e-10,6.78494124035141e-08,13.7855455451332,0,0,0,0.104276282258597,0.0908702850913959,0.108209428892335,-0.00985289413929448,-0.00985289413929448,-14.4470731565822,-14.4470731565822,0,0,0,0,0
"ENSG00000172889.14","HGNC:20594","EGFL7","ENSG00000172889",-2.97206551154886,4.34761835482472,-7.15501718649206,1.67258520690603e-10,7.67848656170413e-08,13.5141784013005,0,0,0,0.0607281068844112,0.0772808889137304,0.0652875937440505,-0.000404686747743998,-0.000404686747743998,-8.09999963707548,-8.09999963707548,0,0,0,0,0
"ENSG00000177398.17","HGNC:12560","UMODL1","ENSG00000177398",-3.17702858179931,-0.0245858326760319,-7.14844064746824,1.72566098282437e-10,7.71901431932593e-08,13.6291603289871,0,0,0,0.0393275938870042,0.0122143789693199,0.0245558392679375,0.00143444878987946,0.00143444878987946,-6.59418261833774,-6.59418261833774,0,0,0,0,0
"ENSG00000137571.9","HGNC:19046","SLCO5A1","ENSG00000137571",-4.10891619481515,-0.417736316413452,-7.10656365963885,2.1050732327058e-10,9.18075063613817e-08,13.4305614310343,0,0,0,0.129314906766748,0.210330675222683,0.156058985701978,0.000962587806471993,0.000962587806471993,-9.97431703658267,-9.97431703658267,0,0,0,0,0
"ENSG00000139117.12","HGNC:23498","CPNE8","ENSG00000139117",5.16646871081413,-0.00366349280455272,7.09262989829012,2.24882159011867e-10,9.56846161941955e-08,13.2182503717607,0,0,0,0.52004390000639,0.535718076567924,0.567702849973236,0.00343395170111909,0.00343395170111909,14.4402206220271,14.4402206220271,0,0,0,0,0
"ENSG00000271109.1","","","ENSG00000271109",-2.36588828677455,0.53886289607944,-7.06928345345599,2.51181328298657e-10,1.04329958861192e-07,13.2579341965725,0,0,0,0.0701545110574973,0.084476811706638,0.100339137712944,-0.000857390380040671,-0.000857390380040671,-8.77914008641554,-8.77914008641554,0,0,0,0,0
"ENSG00000113389.14","HGNC:7945","NPR3","ENSG00000113389",-3.16034553908878,3.28068647060445,-7.06266465014589,2.59177132564368e-10,1.05147559943846e-07,13.1210637828805,0,0,0,0.0159575701117979,0.0202311611562494,0.0452027240100024,-0.00269904658350017,-0.00269904658350017,-7.85075616120279,-7.85075616120279,0,0,0,0,0
"ENSG00000099864.16","HGNC:8594","PALM","ENSG00000099864",-3.07320322907846,1.02143020195022,-7.0458882851322,2.80592198677692e-10,1.11248429680281e-07,13.1360504644226,0,0,0,0.0401831396385113,0.0328459251202299,0.0241241698453456,-0.00271119803590422,-0.00271119803590422,-9.44390146409583,-9.44390146409583,0,0,0,0,0
"ENSG00000183971.5","HGNC:30509","NPW","ENSG00000183971",-2.60592635558372,2.63586266844965,-7.03371360034461,2.97223151760681e-10,1.15223508499224e-07,13.0097625905467,0,0,0,0.0667415568913844,0.0895949060361274,0.0498380472078881,0.00310908718162293,0.00310908718162293,-9.578334603994,-9.578334603994,0,0,0,0,0
"ENSG00000116176.6","HGNC:14134","TPSG1","ENSG00000116176",-3.64332101146045,-4.60085263045454,-7.02095843622904,3.15695835917217e-10,1.18535307934974e-07,12.2946955573288,0,0,0,0.0555947222882882,0.0807219368371373,0.0826779915132834,-0.00860309781799741,-0.00860309781799741,-11.8891650609307,-11.8891650609307,0,0,0,0,0
"ENSG00000099998.16","HGNC:4260","GGT5","ENSG00000099998",-2.73318286488501,1.37061330188554,-7.01851940692284,3.19355659096805e-10,1.18535307934974e-07,12.9956569350366,0,0,0,0.0297042568305549,0.123469778633878,0.0751947733475454,-0.00455538100456242,-0.00455538100456242,-11.3927414505505,-11.3927414505505,0,0,0,0,0
"ENSG00000140682.17","HGNC:11767","TGFB1I1","ENSG00000140682",-2.05728409944429,1.35546882815436,-6.9831000718032,3.77495372157859e-10,1.37195974318622e-07,12.8333545351807,0,0,0,0.0500138325493127,0.0381247744969452,0.0379398096471307,-0.00516640756324207,-0.00516640756324207,-10.2349306165727,-10.2349306165727,0,0,0,0,0
"ENSG00000037280.14","HGNC:3767","FLT4","ENSG00000037280",-3.84550278289255,0.239542159224654,-6.96352958595704,4.14000375262789e-10,1.47392582580803e-07,12.7852672497225,0,0,0,0.191328811441249,0.201296183890062,0.215650509848102,-0.000915655077672622,-0.000915655077672622,-7.24523665629304,-7.24523665629304,0,0,0,0,0
"ENSG00000250696.4","","","ENSG00000250696",-4.80681182067038,-2.57075872390624,-6.95139345357391,4.38373704639361e-10,1.52948585548673e-07,12.5301539746041,0,0,0,0.195837728759276,0.171262363815938,0.173428019697523,-0.00566076720833807,-0.00566076720833807,-14.3327085446824,-14.3327085446824,0,0,0,0,0
"ENSG00000113140.9","HGNC:11219","SPARC","ENSG00000113140",-3.11644434603747,4.13541822287951,-6.92250942505265,5.02251799294791e-10,1.71799659582306e-07,12.4442515506753,0,0,0,0.0471781318545121,0.0282448674680304,0.0248731015419249,-0.000334106682344723,-0.000334106682344723,-6.19349602545106,-6.19349602545106,0,0,0,0,0
"ENSG00000248334.5","HGNC:32360","WHAMMP2","ENSG00000248334",3.90296950276135,1.15245471398649,6.90549376736265,5.44113914524536e-10,1.82539754593856e-07,12.5239349800767,0,0,0,0.390109600509439,0.301479414065251,0.294465319415651,0.00770080452098993,0.00770080452098993,13.6032827523819,13.6032827523819,0,0,0,0,0
"ENSG00000152953.11","HGNC:14217","STK32B","ENSG00000152953",-3.22127239843391,0.632700788024971,-6.89298245815583,5.77082736512197e-10,1.89947327140666e-07,12.4523950512917,0,0,0,0.0845245538393996,0.0804379243593906,0.0730202917792145,0.000395265985113572,0.000395265985113572,-6.37759762497312,-6.37759762497312,0,0,0,0,0
"ENSG00000165716.8","HGNC:28290","DIPK1B","ENSG00000165716",-2.45929274166732,2.94937832104856,-6.88868538358209,5.88856619379617e-10,1.90233402316248e-07,12.3275435913352,0,0,0,0.0480577132274191,0.0498897266937532,0.0471969461231637,0.000294029770197066,0.000294029770197066,-9.44181596335831,-9.44181596335831,0,0,0,0,0
"ENSG00000064201.14","HGNC:13410","TSPAN32","ENSG00000064201",2.34463850471443,3.20338772406216,6.87799493425263,6.19190799151751e-10,1.90618397721965e-07,12.3102603245802,0,0,0,0.128678498216445,0.0656917628248442,0.078258218862308,0.00291669991484702,0.00291669991484702,11.0429354734025,11.0429354734025,0,0,0,0,0
"ENSG00000068001.12","HGNC:5321","HYAL2","ENSG00000068001",-1.50152542669168,1.68240718541816,-6.87742255964283,6.20857875266928e-10,1.90618397721965e-07,12.3358768956957,0,0,0,0.00963278388278388,0.0704835180158631,0.0534871601327802,-0.00497295448411203,-0.00497295448411203,-10.9850573068609,-10.9850573068609,0,0,0,0,0
"ENSG00000090971.4","HGNC:28918","NAT14","ENSG00000090971",-1.17775245587406,1.39938080439572,-6.8767478173946,6.22828814568759e-10,1.90618397721965e-07,12.3476927199197,0,0,0,0.187249968726752,0.158036402136398,0.17400865156623,-0.000964257148481661,-0.000964257148481661,-10.0881820541781,-10.0881820541781,0,0,0,0,0
"ENSG00000158747.12","HGNC:7650","NBL1","ENSG00000158747",-2.57771794332801,-0.0612202561431075,-6.86906024370309,6.45726763844562e-10,1.94219024056351e-07,12.359277031401,0,0,0,0.0311955239890724,0.0612808462324288,0.0455659157752968,-0.00214010620732813,-0.00214010620732813,-9.45089511030113,-9.45089511030113,0,0,0,0,0
"ENSG00000106538.8","HGNC:9868","RARRES2","ENSG00000106538",-2.98876348790003,-1.70291823289702,-6.86450004252837,6.59701652665604e-10,1.95059242894093e-07,12.2802609370903,0,0,0,0.0179985463858504,0.0489523645715421,0.0579776619779875,-0.00350693137328743,-0.00350693137328743,-12.6318106264843,-12.6318106264843,0,0,0,0,0
"ENSG00000198842.8","HGNC:25034","DUSP27","ENSG00000198842",-4.08246893061926,-3.07230873986985,-6.83398885199413,7.61228591834834e-10,2.21327213075978e-07,11.9421688994507,0,0,0,0.0467316404400425,0.082966786656556,0.0912842066505514,-0.00407114138798813,-0.00407114138798813,-6.85321532228509,-6.85321532228509,0,0,0,0,0
"ENSG00000005381.7","HGNC:7218","MPO","ENSG00000005381",-3.77629695527342,8.92714706080587,-6.82252365312183,8.03255811328877e-10,2.29717993912004e-07,11.9576687430442,0,0,0,0.0822496031435617,0.141026568025654,0.149132663895517,-0.00196282433841349,-0.00196282433841349,-11.1992496278715,-11.1992496278715,0,0,0,0,0
"ENSG00000253293.4","HGNC:5100","HOXA10","ENSG00000253293",4.99863984583337,1.8777035216974,6.79476975488665,9.14745136269892e-10,2.50209593981612e-07,12.0263882420137,0,0,0,0.130974272907621,0.139722529031288,0.131535421190119,0.010054183840934,0.010054183840934,14.8219672109225,14.8219672109225,0,0,0,0,0
"ENSG00000157110.14","HGNC:19097","RBPMS","ENSG00000157110",-2.93592849718432,2.26508837903544,-6.79402542237546,9.1793717482506e-10,2.50209593981612e-07,11.9287371908176,0,0,0,0.0287633715618698,0.0329208960910644,0.0456986814950773,-0.00263295369358226,-0.00263295369358226,-6.952985021888,-6.952985021888,0,0,0,0,0
