"","hgnc_id","hgnc_symbol","ensembl_gene_id","logFC","AveExpr","t","p.unadj","p.adj.bh","b","lasso_coef_rep1","lasso_coef_rep2","lasso_coef_rep3","rfnb_2k_MeanDecNodeImp","rfnb_5k_MeanDecNodeImp","rfnb_10k_MeanDecNodeImp","svm1_weights","svm2_weights","svm3_weights","svm4_weights","xg1_imp","xg2_imp","xg3_imp","xg4_imp","xg5_imp"
"ENSG00000112742.8","HGNC:12401","TTK","ENSG00000112742",1.37369263827203,1.64363237870709,5.14498215418261,1.41797711895987e-06,7.02744626143605e-05,4.89690323952835,0,0,0,0.0218030912917823,0.0363768989345095,0.0337535358255207,0.0012026376785278,0.0012026376785278,10.2533090080915,10.2533090080915,0,0,0,0,0
"ENSG00000204136.9","HGNC:4253","GGTA1P","ENSG00000204136",-2.43711653792529,-0.13230839833099,-5.14328438295447,1.42805539471512e-06,7.05734457813181e-05,4.98424615557694,0,0,0,0.0289100658285912,0.00956354810839194,0.0310626511986597,0.00330584470035971,0.00330584470035971,-6.57598490853654,-6.57598490853654,0,0,0,0,0
"ENSG00000067606.14","HGNC:9412","PRKCZ","ENSG00000067606",1.83940094771626,-0.603540843174475,5.13905806461744,1.45344833717056e-06,7.16254413614135e-05,5.03908783199299,0,0,0,0.0353935137442352,0.0496602190081461,0.0715989907648674,0.00568837673647399,0.00568837673647399,14.2209658226262,14.2209658226262,0,0,0,0,0
"ENSG00000167767.12","HGNC:27056","KRT80","ENSG00000167767",-2.49852509160357,-3.37509322832308,-5.13735619982581,1.46379768047632e-06,7.18023599497233e-05,4.99828181534841,0,0,0,0.0511811461477621,0.0348920750207607,0.0328971203714038,-0.00981755266683522,-0.00981755266683522,-11.3391880180404,-11.3391880180404,0,0,0,0,0
"ENSG00000174371.15","HGNC:3511","EXO1","ENSG00000174371",1.4542403295855,1.1089208824924,5.13699087746972,1.46602863358886e-06,7.18023599497233e-05,4.90780913624957,0,0,0,0.0306527577155613,0.0620768591900962,0.0340985335652967,0.00483722153610851,0.00483722153610851,12.7116756534071,12.7116756534071,0,0,0,0,0
"ENSG00000102362.14","HGNC:15588","SYTL4","ENSG00000102362",3.70807069982674,-2.04018568755673,5.13644208995209,1.46938621393243e-06,7.18023599497233e-05,4.98787711094831,0,0,0,0.0913086493919466,0.112589466708015,0.126332748077401,0.00179223480739409,0.00179223480739409,10.7763606128815,10.7763606128815,0,0,0,0,0
"ENSG00000166126.9","HGNC:14604","AMN","ENSG00000166126",-1.6595356050482,0.623979984896413,-5.13243709833183,1.49411784119949e-06,7.28069434070531e-05,4.88140098219124,0,0,0,0.0152656610388193,0.0336951544659057,0.0303662100877208,-0.0028722551702461,-0.0028722551702461,-11.6377854734252,-11.6377854734252,0,0,0,0,0
"ENSG00000073803.12","HGNC:6852","MAP3K13","ENSG00000073803",1.23795810301777,2.10891932762868,5.12746280384558,1.52540148840473e-06,7.41243146663525e-05,4.78848139371627,0,0,0,0.0100137420448405,0.026220072139747,0.0231666977064988,0.000903852324330223,0.000903852324330223,12.1946887799617,12.1946887799617,0,0,0,0,0
"ENSG00000109674.3","HGNC:24573","NEIL3","ENSG00000109674",1.68584620200373,-0.535340315849472,5.11865745628915,1.58235400712862e-06,7.58717040908719e-05,4.95272268515711,0,0,0,0.0172975169309347,0.0123071446822558,0.0136799841798827,0.00134393897328673,0.00134393897328673,8.42591840797668,8.42591840797668,0,0,0,0,0
"ENSG00000183386.8","HGNC:3704","FHL3","ENSG00000183386",-1.01073985382218,4.91187715787169,-5.11854313332911,1.58310692399412e-06,7.58717040908719e-05,4.57088059609505,0,0,0,0.0035065124933546,0.00356362609228969,0.00734654120119864,-0.000863416528232837,-0.000863416528232837,-5.5415059475007,-5.5415059475007,0,0,0,0,0
"ENSG00000254006.4","","","ENSG00000254006",5.1707816664091,-3.04372661524621,5.11156166515415,1.6297548308676e-06,7.78933507520144e-05,4.71415770833475,0,0,0,0.0864195533915566,0.218002719237652,0.210906033834967,0.00475867243283291,0.00475867243283291,11.114687132055,11.114687132055,0,0,0,0,0
"ENSG00000066279.15","HGNC:19048","ASPM","ENSG00000066279",1.47649134180849,2.07881538519615,5.10967218625705,1.6426087048005e-06,7.80798606409937e-05,4.72457747554556,0,0,0,0.0100360642935746,0.0349160862322123,0.0335639939669016,0.000345561064613597,0.000345561064613597,9.99965552214268,9.99965552214268,0,0,0,0,0
"ENSG00000165092.11","HGNC:402","ALDH1A1","ENSG00000165092",4.26165828668135,-0.709106351407507,5.10756875366297,1.65703448476279e-06,7.8551539637736e-05,4.92625943130959,0,0,0,0.0919339415654663,0.137270567019316,0.122527839688986,0.00548103861536974,0.00548103861536974,10.7413002715331,10.7413002715331,0,0,0,0,0
"ENSG00000225778.4","HGNC:27343","PROSER2-AS1","ENSG00000225778",-2.29262968641993,-0.767968050228261,-5.10601888217561,1.66774287846573e-06,7.8844917384376e-05,4.87912533755606,0,0,0,0.00575372360482655,0.0131643705748432,0.00929232938845202,-0.00562497668216461,-0.00562497668216461,-10.0669330533409,-10.0669330533409,0,0,0,0,0
"ENSG00000279766.1","","","ENSG00000279766",-1.74367732506209,0.226621904783504,-5.10268700229302,1.69099273293688e-06,7.9728022232659e-05,4.79407195283685,0,0,0,0.0371495420031948,0.0392183826394111,0.0325775012912599,0.000234998182985198,0.000234998182985198,-6.78008266696357,-6.78008266696357,0,0,0,0,0
"ENSG00000277435.1","","","ENSG00000277435",4.17971946545541,-4.82309615029228,5.09982261809769,1.711233043639e-06,8.04648529549387e-05,4.46757255115989,0,0,0,0.225968512090798,0.235643886650978,0.211991696138864,0.00838836709554904,0.00838836709554904,13.9347155939635,13.9347155939635,0,0,0,0,0
"ENSG00000125864.10","HGNC:1040","BFSP1","ENSG00000125864",2.4759096588398,-3.19406160608112,5.09375049273328,1.75492487152107e-06,8.17235694282863e-05,4.76353199160853,0,0,0,0.0203052313540118,0.0151849454682851,0.0285531899611212,0.00782360674727196,0.00782360674727196,7.7746825025685,7.7746825025685,0,0,0,0,0
"ENSG00000135916.14","HGNC:6175","ITM2C","ENSG00000135916",-1.37784873069639,5.49125073091032,-5.09250334025348,1.76403255263126e-06,8.17235694282863e-05,4.45815718991021,0,0,0,0.00814878048780488,0.0255659776684513,0.0172985743956054,0.00120216544798058,0.00120216544798058,-8.02505949052147,-8.02505949052147,0,0,0,0,0
"ENSG00000150054.17","HGNC:26542","MPP7","ENSG00000150054",1.88920490039302,1.4051370870222,5.09018324580481,1.7810985737032e-06,8.20025202658858e-05,4.71140044136754,0,0,0,0.00268933823529412,0.0081127871995692,0.00890265735696814,0.0022057533233758,0.0022057533233758,6.95405114672109,6.95405114672109,0,0,0,0,0
"ENSG00000005249.11","HGNC:9392","PRKAR2B","ENSG00000005249",1.77196861192653,4.11782274099019,5.0879329835897,1.79780479253885e-06,8.2533433173264e-05,4.50361570056238,0,0,0,0.0124826576052383,0.0100914568839767,0.0190051258877638,-0.000550859121424869,-0.000550859121424869,9.78664024311009,9.78664024311009,0,0,0,0,0
"ENSG00000153132.11","HGNC:2060","CLGN","ENSG00000153132",4.01919390876428,-3.12737686205408,5.08323739324424,1.83315934430137e-06,8.34972970269905e-05,4.66359816070674,0,0,0,0.133449505806668,0.170301538917657,0.132499104027062,0.00433473786466031,0.00433473786466031,9.50264925566356,9.50264925566356,0,0,0,0,0
"ENSG00000270182.1","","","ENSG00000270182",3.88021933106995,-4.43092855024333,5.08104545419789,1.8498945174944e-06,8.40401298377337e-05,4.45701103436648,0,0,0,0.0802272638676827,0.155843414246694,0.103957061727206,0.000722346863167388,0.000722346863167388,9.07224438588656,9.07224438588656,0,0,0,0,0
"ENSG00000105996.6","HGNC:5103","HOXA2","ENSG00000105996",2.93503974188476,-1.47957925541428,5.07747749645377,1.87745473947664e-06,8.50706439744675e-05,4.80711528394632,0,0,0,0.279909464320209,0.208213515870646,0.231080158009965,0.000191972452356277,0.000191972452356277,9.73473480301804,9.73473480301804,0,0,0,0,0
"ENSG00000274591.1","","","ENSG00000274591",-1.99348766208743,-2.26019385942511,-5.07307530907017,1.91201133883356e-06,8.6412015041325e-05,4.79579154658379,0,0,0,0.00309166666666667,0.00447537165676701,0.00214012195121951,-0.00092038036455898,-0.00092038036455898,-2.25808869492549,-2.25808869492549,0,0,0,0,0
"ENSG00000165533.17","HGNC:20087","TTC8","ENSG00000165533",1.6239371349006,0.463087169071683,5.07135001541118,1.92572326238015e-06,8.68068276801593e-05,4.70490433052312,0,0,0,0.00260769230769231,0.0098687520992903,0.00951267414077986,-0.00266582999920942,-0.00266582999920942,7.21490540809624,7.21490540809624,0,0,0,0,0
"ENSG00000165891.14","HGNC:23820","E2F7","ENSG00000165891",1.63713622038673,0.51006663057042,5.06599447922679,1.96890077617539e-06,8.85244176298448e-05,4.6769261573987,0,0,0,0.0428467528851818,0.0349957281454773,0.0370541121033113,0.000688768678707051,0.000688768678707051,7.00314130859839,7.00314130859839,0,0,0,0,0
"ENSG00000088882.7","HGNC:15771","CPXM1","ENSG00000088882",-1.87091800175296,4.74702212508032,-5.06397974900769,1.98538724745481e-06,8.90361967399721e-05,4.35686677107163,0,0,0,0.015862238001068,0.00285437659771449,0.0135091087503564,-0.00126027643965695,-0.00126027643965695,-7.77390050658394,-7.77390050658394,0,0,0,0,0
"ENSG00000182621.15","HGNC:15917","PLCB1","ENSG00000182621",-1.75229954194112,2.29525181999025,-5.05795808921038,2.03546911264884e-06,9.10480991542539e-05,4.4529833655785,0,0,0,0.00933972922502335,0.0054733784548134,0.00642441459396336,9.20287983251699e-06,9.20287983251699e-06,-6.1581413503474,-6.1581413503474,0,0,0,0,0
"ENSG00000153551.12","HGNC:19178","CMTM7","ENSG00000153551",-1.18624855421707,4.67756990979885,-5.04646840347854,2.13446975797458e-06,9.4989349305782e-05,4.2871594139807,0,0,0,0.0181609405474906,0.0077516618207663,0.0116122778285583,-0.00124189392327461,-0.00124189392327461,-8.44317585269628,-8.44317585269628,0,0,0,0,0
"ENSG00000140416.18","HGNC:12010","TPM1","ENSG00000140416",1.78504199279924,1.40038166351801,5.04398733575553,2.15645638073597e-06,9.55886032242661e-05,4.52510369080436,0,0,0,0.0213070400446353,0.0363929329323348,0.0201968315110758,-0.00140770181157236,-0.00140770181157236,9.20311739720826,9.20311739720826,0,0,0,0,0
"ENSG00000262877.4","","","ENSG00000262877",3.80829574365188,-1.75975082136351,5.04371376009684,2.15889422014106e-06,9.55886032242661e-05,4.6550825514539,0,0,0,0.029973743450641,0.011492351473662,0.0193405307818944,-0.00302234024261672,-0.00302234024261672,4.04880810856359,4.04880810856359,0,0,0,0,0
"ENSG00000167549.17","HGNC:21356","CORO6","ENSG00000167549",-1.32633016140171,-0.000933555809291894,-5.03546311231116,2.23369200167433e-06,9.81530402247069e-05,4.54717106026098,0,0,0,0.00534223468507334,0.0075644466541617,0.00740060674660334,-0.00367836689730796,-0.00367836689730796,-8.53678841919761,-8.53678841919761,0,0,0,0,0
"ENSG00000167600.12","HGNC:15654","CYP2S1","ENSG00000167600",-2.82553746281712,1.18059995589497,-5.02920683582525,2.2920882443922e-06,0.000100466028702065,4.42648043061209,0,0,0,0.00155555555555556,0.0171346162862016,0.0148346833782068,0.00148525916606878,0.00148525916606878,-1.70810546987636,-1.70810546987636,0,0,0,0,0
"ENSG00000157510.12","HGNC:26714","AFAP1L1","ENSG00000157510",-2.27464313084328,-2.43100378228862,-5.02430154233364,2.33891302309521e-06,0.00010200584421974,4.60817538917503,0,0,0,0.00613705262760495,0.0171169713545589,0.0279638178648729,0.00239887270783819,0.00239887270783819,-4.78338395259001,-4.78338395259001,0,0,0,0,0
"ENSG00000125910.5","HGNC:3170","S1PR4","ENSG00000125910",-1.41173589400458,3.55782721274168,-5.02264612132116,2.35492477637002e-06,0.000102448036717643,4.23226184268214,0,0,0,0.0332954869276381,0.00337177489177489,0.0173102777834874,0.000266651743942055,0.000266651743942055,-2.88889603696494,-2.88889603696494,0,0,0,0,0
"ENSG00000166482.10","HGNC:7035","MFAP4","ENSG00000166482",-2.01404051749805,0.887683653104206,-5.01819772863293,2.39848232318794e-06,0.000104083393353268,4.40636252613684,0,0,0,0.023878489359422,0.0242812657157842,0.0164883144712899,-0.00140716880712854,-0.00140716880712854,-10.1024684231212,-10.1024684231212,0,0,0,0,0
"ENSG00000241911.1","HGNC:12248","TRBVB","ENSG00000241911",-3.56009339928069,-1.87228204145189,-5.00909699023362,2.49005552851295e-06,0.000107522323502249,4.54807592234393,0,0,0,0.00345641025641026,0.00889745098567901,0.00412225562053348,0.00295921815318446,0.00295921815318446,-3.36994262039786,-3.36994262039786,0,0,0,0,0
"ENSG00000120696.8","HGNC:25266","KBTBD7","ENSG00000120696",1.22846999775402,0.386470465824579,5.0068989840418,2.51267815399756e-06,0.000108231284929599,4.44590846369933,0,0,0,0.0479572164168831,0.0356717966048102,0.0322968206089985,0.00961737254716127,0.00961737254716127,12.8820087307315,12.8820087307315,0,0,0,0,0
"ENSG00000144406.17","HGNC:26582","UNC80","ENSG00000144406",2.598695455915,-3.89704566840139,5.00168405309826,2.56715653534625e-06,0.000110305531426392,4.32950802385145,0,0,0,0.0206816684143363,0.00395097169394073,0.00776209677468915,0.00125441333761348,0.00125441333761348,7.34484647736736,7.34484647736736,0,0,0,0,0
"ENSG00000086730.15","HGNC:12749","LAT2","ENSG00000086730",1.67982203667448,5.06303855386837,5.00095304968237,2.57488446639648e-06,0.000110365748197264,4.11556111590326,0,0,0,0.0170917619764082,0.00614055042581458,0.00985865018883382,-0.000551628994199299,-0.000551628994199299,7.02269485515455,7.02269485515455,0,0,0,0,0
"ENSG00000267023.4","HGNC:43820","LRRC37A16P","ENSG00000267023",1.06768767885519,0.921010753071481,5.00023228893554,2.58252631431752e-06,0.00011042198910115,4.37294329407807,0,0,0,0.00171428571428571,0.00181125557439859,0.00684086269059359,-0.000637493994742279,-0.000637493994742279,4.0187655180895,4.0187655180895,0,0,0,0,0
"ENSG00000095932.6","HGNC:37244","SMIM24","ENSG00000095932",-1.98207349167312,4.90435993948361,-4.99818412335511,2.60436280260498e-06,0.000110844161460884,4.0920605250373,0,0,0,0.0319593911489939,0.00740472362795678,0.0105960723189177,0.00468988649202585,0.00468988649202585,-4.54874369908493,-4.54874369908493,0,0,0,0,0
"ENSG00000110665.10","HGNC:13231","C11orf21","ENSG00000110665",1.65295355546167,3.29278571844508,4.99722697456827,2.61462903165295e-06,0.000110844161460884,4.18931600309652,0,0,0,0.0153459779533092,0.0113648495586975,0.0141039799932327,0.000555833723015935,0.000555833723015935,6.94746279933262,6.94746279933262,0,0,0,0,0
"ENSG00000260261.1","","","ENSG00000260261",1.95541714627578,-1.95838591133177,4.99710724639834,2.61591598967103e-06,0.000110844161460884,4.49940995611014,0,0,0,0.031648829778556,0.0273187738195878,0.0315262510245837,0.00368535028256354,0.00368535028256354,9.49862510956227,9.49862510956227,0,0,0,0,0
"ENSG00000261064.1","HGNC:53157","LINC02256","ENSG00000261064",1.04902389669003,-0.262253927447162,4.99693061952892,2.61781567909911e-06,0.000110844161460884,4.44865722511967,0,0,0,0.0204514669389177,0.0203861740515071,0.0246864719551602,0.00725986693839785,0.00725986693839785,9.94816541657714,9.94816541657714,0,0,0,0,0
"ENSG00000124491.14","HGNC:3531","F13A1","ENSG00000124491",-2.41049174847311,3.62127726660551,-4.9951851616617,2.63666119072411e-06,0.000111371802596082,4.12508524188344,0,0,0,0.0311300025659252,0.0299763216017612,0.0211273528004138,-0.00451207308585778,-0.00451207308585778,-8.12075837939773,-8.12075837939773,0,0,0,0,0
"ENSG00000103175.9","HGNC:15466","WFDC1","ENSG00000103175",-1.93239076071689,-0.225652474308221,-4.99313121809547,2.65900677214954e-06,0.000111698741434205,4.39834584929678,0,0,0,0.045539848339282,0.0142966312141802,0.0211913784629492,-0.000224054526616848,-0.000224054526616848,-10.0174928788655,-10.0174928788655,0,0,0,0,0
"ENSG00000116711.9","HGNC:9035","PLA2G4A","ENSG00000116711",1.41933717116795,1.06438502609711,4.99271019264095,2.66360999923355e-06,0.000111698741434205,4.34117943302441,0,0,0,0,0.00448914786967419,0.00419029009937964,0.00101355863831284,0.00101355863831284,8.177506230079,8.177506230079,0,0,0,0,0
"ENSG00000168078.8","HGNC:18282","PBK","ENSG00000168078",2.76757664799133,-1.81593585218295,4.99201987235469,2.67117433853319e-06,0.000111747329342234,4.47544156934791,0,0,0,0.0736624879313536,0.0448658518759639,0.0712108818600347,-0.00156612112922815,-0.00156612112922815,8.86838727173672,8.86838727173672,0,0,0,0,0
"ENSG00000127528.5","HGNC:6347","KLF2","ENSG00000127528",-1.63959972574142,7.51571883101031,-4.98890960154658,2.70551629370963e-06,0.000112913233836757,4.0423419560559,0,0,0,0.0157719756354419,0.0131590048127767,0.00774259138134761,-0.000109141534308427,-0.000109141534308427,-6.64080640649674,-6.64080640649674,0,0,0,0,0
"ENSG00000171729.12","HGNC:25488","TMEM51","ENSG00000171729",-2.34947037495245,-0.537276231862869,-4.97742494703971,2.83609116047634e-06,0.000117547699464238,4.36200096329323,0,0,0,0.0029624183006536,0.0112680033327615,0.00949189328984702,-7.40971325091734e-05,-7.40971325091734e-05,-4.50946337001775,-4.50946337001775,0,0,0,0,0
"ENSG00000136842.12","HGNC:11871","TMOD1","ENSG00000136842",1.97517974049763,0.771007494930551,4.977365962303,2.83677738460558e-06,0.000117547699464238,4.32149417379992,0,0,0,0.0422707685805453,0.0293743266083389,0.0229483810103112,0.000841113339076331,0.000841113339076331,9.91403254975026,9.91403254975026,0,0,0,0,0
"ENSG00000214140.9","HGNC:32528","PRCD","ENSG00000214140",-1.70920346334105,-2.28132498718386,-4.97249950680545,2.89395416834043e-06,0.000119349953821983,4.41198035437529,0,0,0,0.0149736369499054,0.00318702139965298,0.0117200652889932,0.000899854748629177,0.000899854748629177,-4.45222711168389,-4.45222711168389,0,0,0,0,0
"ENSG00000226562.3","HGNC:39948","CYP4F26P","ENSG00000226562",3.68245446112287,-5.090501994671,4.9637164994253,3.00000224338798e-06,0.000122652926285504,3.97487644861452,0,0,0,0.0812034638943073,0.0937855849371639,0.0792727893704129,0.00380826259462487,0.00380826259462487,10.821870488849,10.821870488849,0,0,0,0,0
"ENSG00000277561.3","HGNC:26660","GOLGA8IP","ENSG00000277561",2.59484525959687,-3.73925765847964,4.9635403980075,3.00216678268331e-06,0.000122652926285504,4.21556643932541,0,0,0,0.0264602537180561,0.0114802315713291,0.0273424882752848,0.00384253100127315,0.00384253100127315,8.89960268954491,8.89960268954491,0,0,0,0,0
"ENSG00000178297.11","HGNC:30079","TMPRSS9","ENSG00000178297",1.48517216547316,0.235805980559678,4.96192937018553,3.0220393853063e-06,0.000123176348309973,4.28738901787971,0,0,0,0.0343249605922492,0.0323047209828245,0.0310872051936775,0.00265291580081044,0.00265291580081044,5.06819383623917,5.06819383623917,0,0,0,0,0
"ENSG00000260685.1","","","ENSG00000260685",2.36153113673512,-3.15193485567227,4.96028539291659,3.04245052520428e-06,0.000123719229399041,4.278307799375,0,0,0,0.0159542982077802,0.0197698064762815,0.014613762097169,0.00206848761058322,0.00206848761058322,7.62522048491197,7.62522048491197,0,0,0,0,0
"ENSG00000254314.1","","","ENSG00000254314",-3.30361076081831,-5.41696195214771,-4.9582759035788,3.0675822194287e-06,0.000124162347605415,4.10430056318867,0,0,0,0.00382075471698113,0.0115364384211519,0.00238703277009729,0.00290624357403301,0.00290624357403301,-2.33100362753217,-2.33100362753217,0,0,0,0,0
"ENSG00000167880.6","HGNC:3503","EVPL","ENSG00000167880",-2.40414635069386,0.464951094044593,-4.95728002817823,3.08011197560186e-06,0.000124230947015331,4.2029044834404,0,0,0,0.00278773109243697,0.00837318827501037,0.00722561966870278,0.00236247162002278,0.00236247162002278,-4.26569985611207,-4.26569985611207,0,0,0,0,0
"ENSG00000278023.3","HGNC:19950","RDM1","ENSG00000278023",2.18270522134526,-3.05115206538549,4.95700986705203,3.0835196364367e-06,0.000124230947015331,4.28499531726786,0,0,0,0.0144030756068229,0.0107293938308479,0.0090729696894906,0.00376058951917082,0.00376058951917082,8.73210787840856,8.73210787840856,0,0,0,0,0
"ENSG00000154237.11","HGNC:18608","LRRK1","ENSG00000154237",-1.1955886280984,4.50312075195337,-4.95579557996134,3.09888137668688e-06,0.000124562178839407,3.93175910997469,0,0,0,0.0186180291274718,0.0401339086102538,0.0221974531565599,0.00128342933322161,0.00128342933322161,-6.87658119495151,-6.87658119495151,0,0,0,0,0
"ENSG00000165490.11","HGNC:26351","DDIAS","ENSG00000165490",1.2614877287656,0.262927353799625,4.95285758150396,3.13635854642461e-06,0.000125778792741097,4.24611587767915,0,0,0,0.0948018210254995,0.0741040988238682,0.0719162208861891,0.00246293611945677,0.00246293611945677,9.68063850727956,9.68063850727956,0,0,0,0,0
"ENSG00000143878.9","HGNC:668","RHOB","ENSG00000143878",-1.78914403835388,7.15930775046206,-4.94926194187312,3.18282571795894e-06,0.000127048772562265,3.88467228732049,0,0,0,0.0201367512594565,0.0111742821179068,0.00864961743283795,-0.00379829025340846,-0.00379829025340846,-9.72741206569644,-9.72741206569644,0,0,0,0,0
"ENSG00000158457.5","HGNC:28743","TSPAN33","ENSG00000158457",-1.24379854153881,3.3763930332318,-4.94816326447611,3.19715741787528e-06,0.000127048772562265,3.94687205964682,0,0,0,0.00611137218045113,0.0142008131738543,0.0165519874617013,-0.0072425876436646,-0.0072425876436646,-10.4447049701825,-10.4447049701825,0,0,0,0,0
"ENSG00000155792.8","HGNC:22953","DEPTOR","ENSG00000155792",-1.62598328506165,2.06246894136808,-4.94433105602768,3.2476403418868e-06,0.000128237036238217,4.02189500146571,0,0,0,0.00666464392164095,0.0218721596278093,0.0107406608592108,-0.000338760306169861,-0.000338760306169861,-8.02657672403448,-8.02657672403448,0,0,0,0,0
"ENSG00000204252.11","HGNC:4936","HLA-DOA","ENSG00000204252",-1.81672268759017,2.856242849045,-4.94422016518532,3.24911264071608e-06,0.000128237036238217,3.96372277661261,0,0,0,0.0118104763443473,0.01125950542181,0.00895916432714335,-0.0016341002047435,-0.0016341002047435,-10.7573653920198,-10.7573653920198,0,0,0,0,0
"ENSG00000176788.8","HGNC:957","BASP1","ENSG00000176788",1.9978760548682,3.1248496755673,4.93911497820453,3.31760268950657e-06,0.000130644647671427,3.9823088205008,0,0,0,0.0321991708756474,0.0239410440098948,0.0192657208802566,0.00636168660830037,0.00636168660830037,10.2236298559526,10.2236298559526,0,0,0,0,0
"ENSG00000140836.13","HGNC:777","ZFHX3","ENSG00000140836",-1.33593209530245,3.34871602155443,-4.93748226056443,3.33980212531511e-06,0.000131222630802077,3.90637086864802,0,0,0,0.00256451612903226,0.0226639572877016,0.0122122201479713,-0.000350549966998539,-0.000350549966998539,-4.37142300142169,-4.37142300142169,0,0,0,0,0
"ENSG00000198157.9","HGNC:8013","HMGN5","ENSG00000198157",1.44493367513936,1.1140791581112,4.93529113537932,3.3698214816716e-06,0.000132094683810704,4.11213346837671,0,0,0,0.0517257117061153,0.0244742886214443,0.0278574488878234,0.00250059586788049,0.00250059586788049,14.1041939028137,14.1041939028137,0,0,0,0,0
"ENSG00000170153.9","HGNC:23138","RNF150","ENSG00000170153",3.55236025263542,-3.84255393992418,4.93475974591622,3.37714124273854e-06,0.000132094683810704,4.05454117992302,0,0,0,0.0961754101024207,0.0648832904445524,0.0379723148052923,0.00457415839287843,0.00457415839287843,11.7026137184521,11.7026137184521,0,0,0,0,0
"ENSG00000124171.7","HGNC:16245","PARD6B","ENSG00000124171",1.6620671349618,-0.960476922461762,4.9335596334441,3.39372951975794e-06,0.000132150918464681,4.25359240421812,0,0,0,0.0165780078145316,0.0212677493187977,0.018138561498486,0.00216976168529738,0.00216976168529738,9.96131782477188,9.96131782477188,0,0,0,0,0
"ENSG00000162174.11","HGNC:16448","ASRGL1","ENSG00000162174",2.12994444059945,0.822808797538405,4.93285094340615,3.40356245881413e-06,0.000132238634953257,4.14505498927674,0,0,0,0.00968709411166713,0.00177382529104416,0.00465029885405924,-0.000152028181948592,-0.000152028181948592,3.78666900038832,3.78666900038832,0,0,0,0,0
"ENSG00000276600.3","HGNC:30513","RAB7B","ENSG00000276600",-2.63256496319383,0.450007928505251,-4.92850698875663,3.46444301867296e-06,0.000134304907690555,4.09317227255808,0,0,0,0,0.00329037851037851,0.00319115768861017,0.000315530564685373,0.000315530564685373,-6.82678963733349,-6.82678963733349,0,0,0,0,0
"ENSG00000101115.11","HGNC:15924","SALL4","ENSG00000101115",2.48534451889716,-3.48178791771594,4.92249807470968,3.55040890481964e-06,0.000136726011798187,4.10640350692836,0,0,0,0.0176545584172025,0.019756397393054,0.0312912533970867,-0.00201786804819892,-0.00201786804819892,7.87086345057106,7.87086345057106,0,0,0,0,0
"ENSG00000188343.11","HGNC:30452","FAM92A","ENSG00000188343",1.57755918459655,0.696759172297411,4.921721996211,3.56166212349439e-06,0.00013685725934881,4.10025278809755,0,0,0,0.00238095238095238,0.00422710824582287,0.00594919692809554,-0.00139074990687875,-0.00139074990687875,8.72117277041318,8.72117277041318,0,0,0,0,0
"ENSG00000272870.1","","","ENSG00000272870",-1.06095264084938,0.307780830990641,-4.91924258329215,3.59784706669344e-06,0.000137943828743884,4.07054409213433,0,0,0,0.00903020835583202,0.00726836170412703,0.0110874359352941,0.000930826054687942,0.000930826054687942,-6.44265519293247,-6.44265519293247,0,0,0,0,0
"ENSG00000261649.4","HGNC:37442","GOLGA6L7","ENSG00000261649",3.88917427397199,-3.60389728953515,4.91217658596632,3.70294399279013e-06,0.00014135198677073,3.99731404204175,0,0,0,0.109260344025703,0.0645935161310262,0.121763163830051,0.00653226957236887,0.00653226957236887,11.2902557348957,11.2902557348957,0,0,0,0,0
"ENSG00000167912.5","","","ENSG00000167912",-1.35789885967258,2.46221203119412,-4.91003048481701,3.73545181686862e-06,0.000142281565382692,3.85710901582072,0,0,0,0.0378932097152425,0.0155364028411454,0.0291166532818096,-0.000529113790940839,-0.000529113790940839,-8.7661066256854,-8.7661066256854,0,0,0,0,0
"ENSG00000117650.11","HGNC:7745","NEK2","ENSG00000117650",1.43997802850845,0.705876085570549,4.9067100714281,3.78629554994359e-06,0.000143658456556695,4.03613839106512,0,0,0,0.0206900964096963,0.009694327607876,0.0150622062783,-8.18284480966627e-05,-8.18284480966627e-05,9.42640646943092,9.42640646943092,0,0,0,0,0
"ENSG00000081386.11","HGNC:29161","ZNF510","ENSG00000081386",1.01893669483787,1.40593777580223,4.90539082101151,3.80668299159921e-06,0.00014405116006171,3.96288215346061,0,0,0,0.00361837285521496,0.00791549113837457,0.0148199827303239,0.000762456012896022,0.000762456012896022,8.85939830039325,8.85939830039325,0,0,0,0,0
"ENSG00000186871.6","HGNC:20794","ERCC6L","ENSG00000186871",1.58106440956557,-0.9603528284105,4.89852890403466,3.91446125299951e-06,0.000147201055607302,4.1203112486094,0,0,0,0.0311865783373013,0.0286936893679671,0.0328124168616009,0.00346542494921259,0.00346542494921259,13.8237899461428,13.8237899461428,0,0,0,0,0
"ENSG00000184792.14","HGNC:8504","OSBP2","ENSG00000184792",2.04125306529461,1.23416017822616,4.89848025504027,3.9152358728454e-06,0.000147201055607302,3.97667619973027,0,0,0,0.0285871259228596,0.025794623059234,0.0376179372439821,0.0025584810907429,0.0025584810907429,7.67969319940517,7.67969319940517,0,0,0,0,0
"ENSG00000266036.1","","","ENSG00000266036",-1.09778499004258,1.1894508852174,-4.89717456554412,3.93608171053203e-06,0.000147666549333831,3.91307758852123,0,0,0,0.00391727092946605,0.00492412790990176,0.00218682699653288,0.000191723684610743,0.000191723684610743,-4.43725415845294,-4.43725415845294,0,0,0,0,0
